00005	GIRONA
00040	VEGAS DE MATUTE
00042	SORIA
00043	POBLA DE MASSALUCA (LA)
00045	TALAVERA DE LA REINA
00115	MANRESA
00140	ZUBIA (LA)
00298	PINSEQUE
00342	SAN ESTEBAN DE GORMAZ
00548	CANDELEDA
01001	VITORIA-GASTEIZ
01002	VITORIA-GASTEIZ
01003	VITORIA-GASTEIZ
01004	VITORIA-GASTEIZ
01005	VITORIA-GASTEIZ
01006	VITORIA-GASTEIZ
01007	VITORIA-GASTEIZ
01008	VITORIA-GASTEIZ
01009	VITORIA-GASTEIZ
01010	VITORIA-GASTEIZ
01012	LABASTIDA/BASTIDA
01012	VITORIA-GASTEIZ
01013	VITORIA-GASTEIZ
01015	VITORIA-GASTEIZ
01110	CAMPEZO/KANPEZU
01117	CAMPEZO/KANPEZU
01117	HARANA/VALLE DE ARANA
01118	BERNEDO
01118	CONDADO DE TREVIÑO
01118	LAGRÁN
01120	ARRAIA-MAEZTU
01121	BERANTEVILLA
01128	ARRAIA-MAEZTU
01128	BERNEDO
01128	CAMPEZO/KANPEZU
01129	ARRAIA-MAEZTU
01130	ZUIA
01138	ZIGOITIA
01139	ZUIA
01160	ARAMAIO
01165	ARAMAIO
01169	ARAMAIO
01170	LEGUTIO
01171	LEGUTIO
01191	IRUÑA OKA/IRUÑA DE OCA
01191	VITORIA-GASTEIZ
01192	ELBURGO/BURGELU
01192	VITORIA-GASTEIZ
01193	ALEGRÍA-DULANTZI
01193	ELBURGO/BURGELU
01193	IRURAIZ-GAUNA
01193	VITORIA-GASTEIZ
01194	BERNEDO
01194	VITORIA-GASTEIZ
01195	IRUÑA OKA/IRUÑA DE OCA
01195	VITORIA-GASTEIZ
01196	VITORIA-GASTEIZ
01196	ZIGOITIA
01200	AGURAIN/SALVATIERRA
01206	BARRUNDIA
01206	IRURAIZ-GAUNA
01207	AGURAIN/SALVATIERRA
01207	IRURAIZ-GAUNA
01207	SAN MILLÁN/DONEMILIAGA
01208	ASPARRENA
01208	BARRUNDIA
01208	SAN MILLÁN/DONEMILIAGA
01208	ZALDUONDO
01211	ARMIÑÓN
01211	BERANTEVILLA
01211	CONDADO DE TREVIÑO
01211	LAGRÁN
01211	PEÑACERRADA-URIZAHARRA
01212	BERANTEVILLA
01212	LABASTIDA/BASTIDA
01212	PEÑACERRADA-URIZAHARRA
01212	ZAMBRANA
01213	ERRIBERABEITIA
01213	ERRIBERAGOITIA/RIBERA ALTA
01213	LANTARÓN
01216	BERNEDO
01216	PEÑACERRADA-URIZAHARRA
01220	ARMIÑÓN
01220	BERANTEVILLA
01220	ERRIBERABEITIA
01220	ERRIBERAGOITIA/RIBERA ALTA
01230	IRUÑA OKA/IRUÑA DE OCA
01240	ALEGRÍA-DULANTZI
01250	ASPARRENA
01260	ASPARRENA
01300	LAGUARDIA
01306	LAPUEBLA DE LABARCA
01307	BAÑOS DE EBRO/MAÑUETA
01307	SAMANIEGO
01307	VILLABUENA DE ÁLAVA/ESKUERNAGA
01308	KRIPAN
01308	LAGUARDIA
01308	LANCIEGO/LANTZIEGO
01309	ELVILLAR/BILAR
01309	LAGUARDIA
01309	LEZA
01309	NAVARIDAS
01310	ELCIEGO
01320	OYÓN-OION
01321	LAGUARDIA
01322	MOREDA DE ÁLAVA/MOREDA ARABA
01322	OYÓN-OION
01322	YÉCORA/IEKORA
01330	LABASTIDA/BASTIDA
01340	ELCIEGO
01400	LAUDIO/LLODIO
01408	AYALA/AIARA
01409	OKONDO
01420	ERRIBERAGOITIA/RIBERA ALTA
01423	AÑANA
01423	ERRIBERAGOITIA/RIBERA ALTA
01423	LANTARÓN
01423	VALDEGOVÍA/GAUBEA
01426	AÑANA
01426	ERRIBERAGOITIA/RIBERA ALTA
01426	VALDEGOVÍA/GAUBEA
01427	BERBERANA
01427	JURISDICCIÓN DE SAN ZADORNIL
01427	VALDEGOVÍA/GAUBEA
01428	ERRIBERAGOITIA/RIBERA ALTA
01428	IRUÑA OKA/IRUÑA DE OCA
01428	VALDEGOVÍA/GAUBEA
01430	KUARTANGO
01439	KUARTANGO
01440	URKABUSTAIZ
01449	URKABUSTAIZ
01450	AMURRIO
01450	URKABUSTAIZ
01450	ZUIA
01468	AMURRIO
01470	AMURRIO
01470	AYALA/AIARA
01474	ARTZINIEGA
01476	AYALA/AIARA
01477	AYALA/AIARA
01478	ARTZINIEGA
01478	AYALA/AIARA
01479	AYALA/AIARA
01510	ARRATZUA-UBARRUNDIA
01510	LEGUTIO
01510	VITORIA-GASTEIZ
01520	ARRATZUA-UBARRUNDIA
01520	VITORIA-GASTEIZ
01830	TORREJONCILLO
01857	ACEBO
02001	ALBACETE
02002	ALBACETE
02003	ALBACETE
02004	ALBACETE
02005	ALBACETE
02006	ALBACETE
02008	ALBACETE
02013	PEÑASCOSA
02049	ALBACETE
02071	ALBACETE
02099	ALBACETE
02099	POZO CAÑADA
02100	TARAZONA DE LA MANCHA
02110	GINETA (LA)
02110	TARAZONA DE LA MANCHA
02120	PEÑAS DE SAN PEDRO
02124	ALCADOZO
02124	AYNA
02124	LIÉTOR
02125	AYNA
02126	AYNA
02127	PEÑAS DE SAN PEDRO
02128	ALCADOZO
02128	PEÑAS DE SAN PEDRO
02129	POZOHONDO
02130	BOGARRA
02136	PATERNA DEL MADERA
02137	PATERNA DEL MADERA
02138	BOGARRA
02138	PATERNA DEL MADERA
02138	PEÑASCOSA
02139	AYNA
02139	BOGARRA
02140	ALBACETE
02141	POZOHONDO
02142	LIÉTOR
02142	POZOHONDO
02150	VALDEGANGA
02151	CASAS DE JUAN NÚÑEZ
02152	ALATOZ
02153	CARCELÉN
02154	POZO-LORENTE
02154	VILLAVALIENTE
02155	ALBACETE
02156	CHINCHILLA DE MONTE-ARAGÓN
02160	LEZUZA
02161	LEZUZA
02162	HERRERA (LA)
02170	BOLLULLOS PAR DEL CONDADO
02200	CASAS-IBÁÑEZ
02210	ALCALÁ DEL JÚCAR
02211	ALCALÁ DEL JÚCAR
02212	CASAS DE VES
02213	BALSA DE VES
02213	VILLA DE VES
02214	ALCALÁ DEL JÚCAR
02214	BALSA DE VES
02215	ALBOREA
02215	VILLATOYA
02220	MOTILLEJA
02230	MADRIGUERAS
02236	VILLALGORDO DEL JÚCAR
02240	MAHORA
02241	FONZ
02246	NAVAS DE JORQUERA
02247	CENIZATE
02248	JORQUERA
02249	FUENTEALBILLA
02249	JORQUERA
02249	RECUEJA (LA)
02250	ABENGIBRE
02251	FUENTEALBILLA
02252	ALCALÁ DEL JÚCAR
02253	GOLOSALVO
02260	FUENTEALBILLA
02270	VILLAMALEA
02300	ALCARAZ
02310	VIVEROS
02311	POVEDILLA
02312	ALCARAZ
02313	PEÑASCOSA
02314	ALCARAZ
02314	MASEGOSO
02314	PEÑASCOSA
02315	VIANOS
02316	SALOBRE
02320	BALAZOTE
02326	SAN PEDRO
02327	POZUELO
02328	ALBACETE
02329	CASAS DE LÁZARO
02330	ALCARAZ
02331	ROBLEDO
02332	ROBLEDO
02340	ROBLEDO
02350	VILLAPALACIOS
02360	BIENSERVIDA
02395	ESTEPONA
02400	HELLÍN
02409	HELLÍN
02410	LIÉTOR
02420	HELLÍN
02430	ELCHE DE LA SIERRA
02434	LETUR
02435	SOCOVOS
02436	FÉREZ
02437	SOCOVOS
02439	ELCHE DE LA SIERRA
02440	MOLINICOS
02448	BOGARRA
02448	MOLINICOS
02449	ELCHE DE LA SIERRA
02449	MOLINICOS
02450	RIÓPAR
02459	PATERNA DEL MADERA
02459	RIÓPAR
02460	VILLAVERDE DE GUADALIMAR
02461	COTILLAS
02462	RIÓPAR
02462	VILLAVERDE DE GUADALIMAR
02470	ELCHE DE LA SIERRA
02480	YESTE
02482	YESTE
02484	YESTE
02485	YESTE
02486	YESTE
02487	YESTE
02488	YESTE
02489	YESTE
02490	HELLÍN
02498	HELLÍN
02499	HELLÍN
02500	TOBARRA
02510	CHINCHILLA DE MONTE-ARAGÓN
02510	POZO CAÑADA
02511	ALBACETE
02512	ALBACETE
02513	TOBARRA
02514	TOBARRA
02520	CHINCHILLA DE MONTE-ARAGÓN
02529	CHINCHILLA DE MONTE-ARAGÓN
02530	NERPIO
02534	NERPIO
02535	NERPIO
02536	NERPIO
02537	NERPIO
02538	NERPIO
02539	NERPIO
02600	CAUDETE
02600	VILLARROBLEDO
02610	BONILLO (EL)
02611	OSSA DE MONTIEL
02612	MUNERA
02612	VILLARROBLEDO
02613	BONILLO (EL)
02614	BALLESTERO (EL)
02620	MINAYA
02630	RODA (LA)
02636	CASAS DE BENÍTEZ
02636	VILLALGORDO DEL JÚCAR
02637	FUENSANTA
02638	MONTALVOS
02639	BARRAX
02639	RODA (LA)
02640	ALMANSA
02650	MONTEALEGRE DEL CASTILLO
02651	FUENTE-ÁLAMO
02652	ONTUR
02653	ALBATANA
02660	CAUDETE
02660	VILLARROBLEDO
02690	ALPERA
02690	HIGUERUELA
02691	BONETE
02692	CHINCHILLA DE MONTE-ARAGÓN
02692	PÉTROLA
02693	CORRAL-RUBIO
02693	PÉTROLA
02694	ALCORCÓN
02694	HIGUERUELA
02695	ALCORCÓN
02695	CHINCHILLA DE MONTE-ARAGÓN
02696	HOYA-GONZALO
02702	ALCORCÓN
02999	AYNA
03001	ALICANTE/ALACANT
03002	ALICANTE/ALACANT
03003	ALICANTE/ALACANT
03004	ALICANTE/ALACANT
03005	ALICANTE/ALACANT
03006	ALICANTE/ALACANT
03007	ALICANTE/ALACANT
03008	ALICANTE/ALACANT
03009	ALICANTE/ALACANT
03010	ALICANTE/ALACANT
03011	ALICANTE/ALACANT
03012	ALICANTE/ALACANT
03013	ALICANTE/ALACANT
03014	ALICANTE/ALACANT
03015	ALICANTE/ALACANT
03016	ALICANTE/ALACANT
03083	LORCA
03100	JIJONA/XIXONA
03108	TORREMANZANAS/TORRE DE LES MAÇANES (LA)
03109	TIBI
03110	MUTXAMEL
03111	BUSOT
03112	ALICANTE/ALACANT
03113	ALICANTE/ALACANT
03113	ELCHE/ELX
03114	ALICANTE/ALACANT
03115	ALICANTE/ALACANT
03119	ORIHUELA
03130	SANTA POLA
03138	ALICANTE/ALACANT
03139	ELCHE/ELX
03140	GUARDAMAR DEL SEGURA
03150	DOLORES
03158	CATRAL
03158	CREVILLENT
03159	DAYA NUEVA
03160	ALMORADÍ
03169	ALGORFA
03170	ROJALES
03176	ALGORFA
03177	DAYA VIEJA
03177	FORMENTERA DEL SEGURA
03177	SAN FULGENCIO
03178	BENIJÓFAR
03179	ALMORADÍ
03179	FORMENTERA DEL SEGURA
03180	TORREVIEJA
03181	TORREVIEJA
03182	TORREVIEJA
03183	TORREVIEJA
03184	TORREVIEJA
03185	PENÀGUILA
03185	TORREVIEJA
03186	TORREVIEJA
03187	MONTESINOS (LOS)
03188	TORREVIEJA
03189	ORIHUELA
03190	ORIHUELA
03190	PILAR DE LA HORADADA
03191	PILAR DE LA HORADADA
03193	SAN MIGUEL DE SALINAS
03194	ELCHE/ELX
03195	ELCHE/ELX
03201	ELCHE/ELX
03202	ELCHE/ELX
03203	ELCHE/ELX
03204	ELCHE/ELX
03205	ELCHE/ELX
03206	ELCHE/ELX
03207	ELCHE/ELX
03208	ELCHE/ELX
03290	ELCHE/ELX
03291	ELCHE/ELX
03292	ELCHE/ELX
03293	ELCHE/ELX
03294	ELCHE/ELX
03295	ELCHE/ELX
03296	ELCHE/ELX
03298	AMOEIRO
03300	ORIHUELA
03310	JACARILLA
03311	ORIHUELA
03312	ORIHUELA
03313	ORIHUELA
03314	ORIHUELA
03315	ORIHUELA
03316	BENFERRI
03316	ORIHUELA
03317	CALLOSA DE SEGURA
03317	ORIHUELA
03319	ORIHUELA
03320	ELCHE/ELX
03321	ORIHUELA
03322	ORIHUELA
03325	ORIHUELA
03330	CREVILLENT
03339	CREVILLENT
03340	ALBATERA
03348	GRANJA DE ROCAMORA
03349	SAN ISIDRO
03350	COX
03360	CALLOSA DE SEGURA
03369	ORIHUELA
03369	RAFAL
03370	REDOVÁN
03380	BIGASTRO
03380	ORIHUELA
03390	BENEJÚZAR
03392	GIJÓN
03400	VILLENA
03408	VILLENA
03409	ALICANTE/ALACANT
03409	CAÑADA
03409	SALINAS
03409	VILLENA
03410	BIAR
03420	CASTALLA
03430	ONIL
03440	IBI
03450	BANYERES DE MARIOLA
03460	BENEIXAMA
03469	BENEIXAMA
03469	CAMPO DE MIRRA/CAMP DE MIRRA (EL)
03501	BENIDORM
03502	BENIDORM
03503	BENIDORM
03509	FINESTRAT
03510	CALLOSA D'EN SARRIÀ
03516	BENIMANTELL
03517	BENIARDÁ
03517	BENIFATO
03517	CASTELL DE GUADALEST (EL)
03517	CONFRIDES
03518	BOLULLA
03518	TÀRBENA
03520	POLOP
03530	NUCIA (LA)
03540	ALICANTE/ALACANT
03550	ALICANTE/ALACANT
03550	SANT JOAN D'ALACANT
03559	ALICANTE/ALACANT
03560	CAMPELLO (EL)
03569	AIGÜES
03570	VILLAJOYOSA/VILA JOIOSA (LA)
03578	RELLEU
03579	ORXETA
03579	SELLA
03580	ALFÀS DEL PI (L')
03581	ALFÀS DEL PI (L')
03583	PILOÑA
03590	ALTEA
03599	ALTEA
03600	ELDA
03610	PETRER
03630	SAX
03638	SALINAS
03639	VILLENA
03640	MONÓVAR/MONÒVER
03649	MONÓVAR/MONÒVER
03650	PINÓS (EL)/PINOSO
03657	PINÓS (EL)/PINOSO
03657	YECLA
03658	PINÓS (EL)/PINOSO
03658	SALINAS
03659	PINÓS (EL)/PINOSO
03660	NOVELDA
03660	OLIVA (LA)
03668	ALGUEÑA
03669	ROMANA (LA)
03670	MONFORTE DEL CID
03679	MONFORTE DEL CID
03680	ASPE
03680	PETRER
03688	FONDÓ DE LES NEUS (EL)/HONDÓN DE LAS NIEVES
03689	FONDÓ DE LES NEUS (EL)/HONDÓN DE LAS NIEVES
03689	HONDÓN DE LOS FRAILES
03689	ORIHUELA
03690	SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG
03698	AGOST
03699	ALICANTE/ALACANT
03700	DÉNIA
03709	DÉNIA
03710	CALP
03720	BENISSA
03720	BOAL
03723	ALCALALÍ
03724	TEULADA
03725	TEULADA
03726	BENITACHELL/POBLE NOU DE BENITATXELL (EL)
03727	XALÓ
03728	ALCALALÍ
03729	LLÍBER
03729	SENIJA
03730	JÁVEA/XÀBIA
03737	JÁVEA/XÀBIA
03738	JÁVEA/XÀBIA
03739	JÁVEA/XÀBIA
03740	GATA DE GORGOS
03749	DÉNIA
03750	PEDREGUER
03759	ALCALALÍ
03759	BENIARBEIG
03759	BENIDOLEIG
03760	ONDARA
03769	BENIMELI
03769	RÀFOL D'ALMÚNIA (EL)
03769	SANET Y NEGRALS
03770	DÉNIA
03770	VERGER (EL)
03778	BENIARBEIG
03779	DÉNIA
03779	POBLETS (ELS)
03780	DÉNIA
03780	PEGO
03780	RÀFOL D'ALMÚNIA (EL)
03786	ATZÚBIA, L'
03787	VALL DE GALLINERA
03788	VALL D'ALCALÀ (LA)
03788	VALL DE GALLINERA
03789	VALL D'EBO (LA)
03790	ORBA
03791	ORBA
03791	VALL DE LAGUAR (LA)
03792	MURLA
03792	ORBA
03792	PARCENT
03793	CASTELL DE CASTELLS
03794	BENIGEMBLA
03795	ORBA
03795	SAGRA
03795	TORMOS
03800	ALCOY/ALCOI
03801	ALCOY/ALCOI
03802	ALCOY/ALCOI
03803	ALCOY/ALCOI
03804	ALCOY/ALCOI
03810	BENILLOBA
03811	GORGA
03811	QUATRETONDETA
03812	BALONES
03812	BENIMASSOT
03812	MILLENA
03813	FACHECA
03813	FAMORCA
03813	TOLLOS
03814	ALCOLEJA
03814	BENASAU
